2023-10-05 14:24:31;Dense_v2_0;3;10;64;Adam;True;0.3798/0.3391/0.3717;2.1816;2.4989;0.5998;3.2016;8000000.0;3201430.5728;799392.0
2023-10-05 15:07:15;Dense_v2_1;3;10;64;Adam;True;0.3749/0.3421/0.3668;2.2353;2.4545;0.5926;3.2592;8000000.0;3259314.4911;48480.0
2023-10-05 16:15:48;Dense_v2_2;3;10;64;Adam;True;0.4761/0.3941/0.4613;1.8686;2.8914;0.6541;2.7672;8000000.0;2766870.7591;154536.0
2023-10-05 16:34:43;Dense_v2_3;3;10;64;Adam;True;0.5194/0.4272/0.5029;1.6519;3.2337;0.6908;2.4736;8000000.0;2473973.1575;299984.0
2023-10-05 16:53:35;Dense_v2_4;3;10;64;Adam;True;0.5173/0.4278/0.5025;1.6648;3.2196;0.6894;2.4848;8000000.0;2484811.3725;309904.0
2023-10-05 17:11:50;Dense_v2_5;3;10;64;Adam;True;0.5338/0.4395/0.5179;1.5539;3.4207;0.7077;2.3384;8000000.0;2338710.1211;613392.0
2023-10-05 17:50:44;Dense_v2_6;3;10;64;Adam;True;0.5324/0.4385/0.5141;1.571;3.3824;0.7044;2.3648;8000000.0;2365165.2437;635520.0
2023-10-05 18:10:34;Dense_v2_7;3;10;64;Adam;True;0.5288/0.4300/0.5088;1.6011;3.3125;0.6981;2.4152;8000000.0;2415126.1806;645424.0
2023-10-05 18:31:01;Dense_v2_8;3;10;64;Adam;True;0.5282/0.4379/0.5123;1.6059;3.3393;0.7005;2.396;8000000.0;2395722.0675;782424.0
2023-10-05 18:52:34;Dense_v2_9;3;10;64;Adam;True;0.5236/0.4306/0.5066;1.6364;3.2651;0.6937;2.4504;8000000.0;2450169.2599;822848.0
2023-10-05 19:14:19;Dense_v2_10;3;10;64;Adam;True;0.5208/0.4221/0.5018;1.6616;3.2097;0.6884;2.4928;8000000.0;2492475.9057;959824.0
2023-10-05 19:37:29;Dense_v2_11;3;10;64;Adam;True;0.5097/0.4236/0.4934;1.7454;3.0751;0.6748;2.6016;8000000.0;2601513.8779;998152.0
2023-10-05 20:46:50;Dense_v2_4_0;3;10;64;Adam;True;0.5201/0.4231/0.5020;1.6523;3.2318;0.6906;2.4752;8000000.0;2475378.4689;350512.0
2023-10-05 21:07:03;Dense_v2_4_1;3;10;64;Adam;True;0.5228/0.4294/0.5051;1.6395;3.2517;0.6925;2.46;8000000.0;2460255.285;424240.0
2023-10-05 21:28:22;Dense_v2_4_2;3;10;64;Adam;True;0.5193/0.4249/0.5013;1.6795;3.1497;0.6825;2.54;8000000.0;2539916.9634;503888.0
