2023-10-22 06:50:01;Dense_v3_0;7;10;128;Adam;True;0.3735/0.3810/0.3744;2.1990;2.5204;0.6032;3.1744;40000000.0000;15870720.3467;1847968.0000
2023-10-22 07:34:25;Dense_v3_1;7;10;128;Adam;True;0.5556/0.5807/0.5548;1.5254;3.6206;0.7238;2.2096;40000000.0000;11047942.9478;2112864.0000
2023-10-22 08:18:54;Dense_v3_2;7;10;128;Adam;True;0.5800/0.6072/0.5791;1.4202;3.8740;0.7419;2.0648;40000000.0000;10325179.0020;2380032.0000
2023-10-22 09:04:36;Dense_v3_3;7;10;128;Adam;True;0.5833/0.6091/0.5815;1.4030;3.9157;0.7446;2.0432;40000000.0000;10215194.4580;2644944.0000
2023-10-22 09:51:04;Dense_v3_4;7;10;128;Adam;True;0.5804/0.6053/0.5798;1.4165;3.8845;0.7426;2.0592;40000000.0000;10297256.9360;2911968.0000
2023-10-22 10:35:40;Dense_v3_5;7;10;128;Adam;True;0.5805/0.6077/0.5799;1.4221;3.8733;0.7418;2.0656;40000000.0000;10327063.8804;4212064.0000
2023-10-22 11:22:20;Dense_v3_6;7;10;128;Adam;True;0.5789/0.6044/0.5780;1.4246;3.8528;0.7405;2.0760;40000000.0000;10381960.9238;3436200.0000
2023-10-22 12:10:18;Dense_v3_7;7;10;128;Adam;True;0.5758/0.5980/0.5728;1.4416;3.8057;0.7372;2.1024;40000000.0000;10510526.7720;3703488.0000
2023-10-22 12:57:58;Dense_v3_8;7;10;128;Adam;True;0.5751/0.6013/0.5747;1.4434;3.8197;0.7382;2.0944;40000000.0000;10471911.5215;4489912.0000
2023-10-22 13:46:53;Dense_v3_9;7;10;128;Adam;True;0.5740/0.5970/0.5723;1.4530;3.7923;0.7363;2.1096;40000000.0000;10547671.6211;4757176.0000
2023-10-22 14:31:56;Dense_v3_10;7;10;128;Adam;True;0.6031/0.6317/0.6024;1.3290;4.1120;0.7568;1.9456;40000000.0000;9727546.5259;8408416.0000
